image,mask
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2663.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2663.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2270.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2270.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\598.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\598.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1073.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1073.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\418.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\418.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3045.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3045.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1016.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1016.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2304.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2304.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2475.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2475.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2828.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2828.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\717.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\717.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2827.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2827.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1875.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1875.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\806.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\806.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1794.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1794.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1988.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1988.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1139.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1139.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\528.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\528.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1797.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1797.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\998.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\998.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2505.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2505.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\519.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\519.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\642.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\642.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\571.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\571.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2723.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2723.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2519.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2519.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\677.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\677.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1410.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1410.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\780.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\780.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1069.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1069.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\919.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\919.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\195.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\195.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1814.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1814.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2865.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2865.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3034.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3034.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\72.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\72.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1340.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1340.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1851.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1851.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2617.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2617.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2848.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2848.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1642.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1642.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2805.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2805.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1616.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1616.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\60.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\60.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2162.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2162.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1273.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1273.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1187.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1187.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2404.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2404.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3040.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3040.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\977.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\977.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2950.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2950.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1796.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1796.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3046.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3046.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1824.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1824.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2763.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2763.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2569.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2569.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1170.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1170.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2650.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2650.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2874.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2874.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2137.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2137.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1433.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1433.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1822.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1822.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\630.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\630.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1248.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1248.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1889.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1889.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\26.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\26.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2789.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2789.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2538.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2538.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1512.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1512.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2290.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2290.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1893.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1893.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2328.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2328.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2325.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2325.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1525.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1525.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\3027.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\3027.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\993.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\993.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2212.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2212.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1905.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1905.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1605.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1605.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2599.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2599.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1769.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1769.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1400.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1400.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\822.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\822.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\889.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\889.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\437.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\437.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\318.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\318.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\700.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\700.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\954.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\954.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2625.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2625.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\852.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\852.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2120.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2120.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1263.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1263.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1528.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1528.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2151.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2151.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2347.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2347.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2810.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2810.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\396.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\396.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2350.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2350.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\312.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\312.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2274.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2274.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1381.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1381.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\148.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\148.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1948.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1948.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2888.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2888.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\971.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\971.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\306.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\306.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1117.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1117.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2733.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2733.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2722.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2722.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1378.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1378.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\686.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\686.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2875.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2875.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\249.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\249.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\223.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\223.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\15.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\15.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\895.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\895.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2405.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2405.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\704.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\704.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1511.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1511.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1315.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1315.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1080.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1080.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\994.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\994.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\570.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\570.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2051.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2051.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2408.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2408.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2155.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2155.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2608.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2608.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2416.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2416.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2700.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2700.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2398.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2398.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1626.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1626.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\545.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\545.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1311.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1311.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2477.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2477.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\398.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\398.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\475.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\475.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2994.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2994.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2021.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2021.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2697.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2697.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\96.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\96.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\849.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\849.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\834.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\834.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2203.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2203.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\53.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\53.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1406.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1406.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1820.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1820.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2078.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2078.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2145.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2145.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2760.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2760.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1031.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1031.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1876.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1876.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\789.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\789.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1884.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1884.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\675.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\675.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\754.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\754.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2275.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2275.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2154.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2154.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1033.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1033.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2336.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2336.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2686.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2686.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1150.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1150.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2218.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2218.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1662.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1662.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2754.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2754.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\723.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\723.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2791.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2791.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\157.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\157.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\676.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\676.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\281.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\281.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\216.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\216.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2240.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2240.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\152.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\152.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1294.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1294.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2552.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2552.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1801.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1801.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2745.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2745.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1700.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1700.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1141.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1141.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2753.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2753.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2562.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2562.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\378.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\378.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1053.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1053.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1763.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1763.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2958.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2958.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\9.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\9.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2907.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2907.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1938.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1938.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\535.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\535.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2389.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2389.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2825.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2825.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2530.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2530.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1962.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1962.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1046.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1046.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\486.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\486.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1230.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1230.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1453.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1453.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\1676.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\1676.png
C:\Users\Ismail\Documents\medical-segmentation\data\raw\images\2857.png,C:\Users\Ismail\Documents\medical-segmentation\data\raw\masks\2857.png
